# G1: Gain entanglement and not switch chirality (e.g. 0 to 1)
# G2: Gain entanglement and switch chirality (e.g. -1 to 2)
# G3: Lose entanglement and not switch chirality (e.g. -2 to -1)
# G4: Lose entanglement and switch chirality (e.g. -2 to 1)
# G5: Only switch chirality (e.g. -1 to 1)
# fGtot: Total number of change of entanglement / Total number of native contacts in this structure
# Total native contact: 794
 max_g     G1     G2     G3     G4     G5  fGtot
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0031
  -1,1      3      0      0      0      0 0.0092
  -1,0      0      0      1      0      0 0.0031
  -1,1      2      0      0      0      0 0.0067
  -1,0      0      0      1      0      0 0.0033
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0032
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0032
  -1,1      0      0      0      0      0 0.0000
  -1,0      0      0      1      0      0 0.0029
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0032
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      2      0      0      0      0 0.0064
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0033
  -1,1      3      0      0      0      0 0.0094
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0029
  -1,1      3      0      0      0      0 0.0091
  -1,0      0      0      1      0      0 0.0029
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0030
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      3      0      0      0      0 0.0095
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0034
  -1,0      0      0      3      0      0 0.0095
  -1,0      0      0      2      0      0 0.0067
  -1,0      0      0      1      0      0 0.0034
  -1,0      0      0      3      0      0 0.0102
  -1,0      0      0      2      0      0 0.0068
  -1,0      0      0      4      0      0 0.0138
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0030
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      1      0      0 0.0029
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0029
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0031
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      3      0      2      0      0 0.0143
  -1,0      0      0      1      0      0 0.0029
  -1,0      0      0      5      0      0 0.0167
  -1,1      2      0      2      0      0 0.0130
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      1      0      0 0.0032
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      2      0      0      0      0 0.0056
  -1,1      2      0      0      0      0 0.0060
  -1,1      5      0      0      0      0 0.0152
  -1,1      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      2      0      0      0      0 0.0058
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      4      0      0      0      0 0.0121
  -1,1      3      0      0      0      0 0.0092
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,1      1      0      0      0      0 0.0032
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      1      0      0 0.0029
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      2      0      0      0      0 0.0063
  -1,0      0      0      0      0      0 0.0000
  -1,0      0      0      0      0      0 0.0000
  -1,0      3      0      1      0      0 0.0107
  -1,0      2      0      0      0      0 0.0053
