   Time(s)         P1         P2         P3         P4         P5        JSD
    0.1205     0.0000     0.6931     0.0000     0.3683     0.0091     0.0198 
    0.1208     0.0000     0.6931     0.0000     0.4828     0.0095     0.0224 
    0.1212     0.0000     0.6931     0.0000     0.4289     0.0111     0.0216 
    0.1215     0.0000     0.6931     0.0000     0.3997     0.0099     0.0213 
    0.1218     0.0000     0.6931     0.0000     0.4795     0.0099     0.0215 
    0.1221     0.0000     0.3183     0.0000     0.5391     0.0094     0.0203 
    0.1225     0.0000     0.6931     0.0000     0.3925     0.0099     0.0195 
    0.1228     0.0000     0.4228     0.0000     0.4051     0.0090     0.0196 
    0.1231     0.0000     0.6931     0.0000     0.4027     0.0067     0.0199 
    0.1234     0.0000     0.6931     0.0000     0.3475     0.0085     0.0195 
    0.1238     0.0000     0.3804     0.0000     0.3774     0.0089     0.0197 
    0.1241     0.0000     0.4539     0.0000     0.4264     0.0076     0.0186 
    0.1244     0.0000     0.6931     0.0000     0.2552     0.0101     0.0190 
    0.1247     0.0000     0.4545     0.0000     0.5259     0.0089     0.0205 
    0.1251     0.0000     0.6931     0.0000     0.4321     0.0092     0.0208 
    0.1254     0.0000     0.4127     0.0000     0.3383     0.0087     0.0171 
    0.1257     0.0000     0.6931     0.0000     0.3675     0.0064     0.0167 
    0.1260     0.0000     0.4539     0.0000     0.3438     0.0084     0.0178 
    0.1264     0.0000     0.4545     0.0000     0.3874     0.0092     0.0195 
    0.1267     0.0000     0.6931     0.0000     0.3225     0.0077     0.0167 
    0.1270     0.0000     0.6931     0.0000     0.3807     0.0087     0.0183 
    0.1273     0.0000     0.4539     0.0000     0.3969     0.0083     0.0187 
    0.1277     0.0000     0.3804     0.0000     0.4118     0.0089     0.0178 
    0.1280     0.0000     0.6931     0.0000     0.2757     0.0094     0.0172 
    0.1283     0.0000     0.6931     0.0000     0.3893     0.0078     0.0167 
    0.1286     0.0000     0.4228     0.0000     0.3944     0.0103     0.0186 
    0.1290     0.0000     0.6931     0.0000     0.4940     0.0080     0.0182 
    0.1293     0.6931     0.4545     0.0000     0.3391     0.0083     0.0166 
    0.1296     0.0000     0.6931     0.0000     0.3348     0.0080     0.0177 
    0.1299     0.0000     0.3804     0.0000     0.3010     0.0089     0.0160 
    0.1303     0.0000     0.3466     0.0000     0.3688     0.0076     0.0158 
    0.1306     0.0000     0.3466     0.0000     0.3321     0.0060     0.0130 
    0.1309     0.0000     0.1746     0.0000     0.3391     0.0077     0.0141 
    0.1312     0.0000     0.2253     0.0000     0.2641     0.0092     0.0142 
    0.1316     0.0000     0.6931     0.0000     0.4621     0.0077     0.0190 
    0.1319     0.0000     0.5229     0.0000     0.2439     0.0092     0.0168 
    0.1322     0.0000     0.2744     0.0000     0.4147     0.0084     0.0153 
    0.1325     0.0000     0.4545     0.0000     0.4285     0.0086     0.0181 
    0.1329     0.6931     0.6931     0.0000     0.3391     0.0096     0.0199 
    0.1332     0.0000     0.6931     0.0000     0.4356     0.0079     0.0189 
    0.1335     0.6931     0.3183     0.0000     0.4155     0.0093     0.0174 
    0.1338     0.0000     0.6931     0.0000     0.3793     0.0072     0.0163 
    0.1342     0.6931     0.6931     0.0000     0.3588     0.0065     0.0148 
    0.1345     0.0000     0.6931     0.0000     0.4062     0.0073     0.0170 
    0.1348     0.0000     0.6931     0.0000     0.4672     0.0100     0.0197 
    0.1351     0.0000     0.6931     0.0000     0.4699     0.0066     0.0162 
    0.1355     0.0000     0.6931     0.0000     0.4766     0.0073     0.0162 
    0.1358     0.0000     0.6931     0.0000     0.3686     0.0058     0.0134 
    0.1361     0.0000     0.4228     0.0000     0.3257     0.0074     0.0157 
    0.1364     0.0000     0.6931     0.0000     0.3683     0.0084     0.0159 
    0.1368     0.0000     0.3804     0.0000     0.2082     0.0085     0.0133 
    0.1371     0.0000     0.6931     0.0000     0.2898     0.0067     0.0143 
    0.1374     0.0000     0.4838     0.0000     0.4603     0.0075     0.0163 
    0.1377     0.0000     0.6931     0.0000     0.4062     0.0068     0.0158 
    0.1381     0.0000     0.6931     0.0000     0.4405     0.0063     0.0145 
    0.1384     0.0000     0.4127     0.0000     0.2474     0.0077     0.0132 
    0.1387     0.0000     0.4838     0.0000     0.3069     0.0086     0.0154 
    0.1390     0.0000     0.6931     0.0000     0.4062     0.0067     0.0150 
    0.1394     0.0000     0.5057     0.0000     0.3230     0.0076     0.0154 
    0.1397     0.0000     0.6931     0.0000     0.4127     0.0084     0.0166 
    0.1400     0.0000     0.6931     0.0000     0.2474     0.0057     0.0132 
    0.1403     0.0000     0.6931     0.0000     0.1862     0.0061     0.0123 
    0.1407     0.0000     0.6931     0.0000     0.5022     0.0071     0.0173 
    0.1410     0.0000     0.4228     0.0000     0.2997     0.0049     0.0121 
    0.1413     0.0000     0.6931     0.0000     0.4405     0.0068     0.0151 
    0.1416     0.0000     0.3183     0.0000     0.3318     0.0069     0.0137 
    0.1420     0.0000     0.6931     0.0000     0.4405     0.0068     0.0151 
    0.1423     0.0000     0.4539     0.0000     0.3588     0.0089     0.0165 
    0.1426     0.0000     0.6931     0.0000     0.3466     0.0065     0.0148 
    0.1429     0.0000     0.6931     0.0000     0.3466     0.0064     0.0147 
    0.1433     0.0000     0.6931     0.0000     0.3142     0.0049     0.0131 
    0.1436     0.0000     0.6931     0.0000     0.2773     0.0055     0.0136 
    0.1439     0.0000     0.6931     0.0000     0.2725     0.0070     0.0152 
    0.1442     0.0000     0.6931     0.0000     0.4545     0.0061     0.0157 
    0.1446     0.0000     0.5229     0.0000     0.1733     0.0045     0.0107 
    0.1449     0.0000     0.6931     0.0000     0.4904     0.0050     0.0161 
    0.1452     0.0000     0.6931     0.0000     0.3840     0.0061     0.0160 
    0.1455     0.0000     0.6931     0.0000     0.3069     0.0061     0.0137 
    0.1459     0.0000     0.5057     0.0000     0.2948     0.0055     0.0117 
    0.1462     0.0000     0.6931     0.0000     0.3840     0.0087     0.0169 
    0.1465     0.0000     0.4127     0.0000     0.3142     0.0059     0.0124 
    0.1468     0.0000     0.6931     0.0000     0.1675     0.0055     0.0113 
    0.1472     0.0000     0.6931     0.0000     0.4603     0.0064     0.0139 
    0.1475     0.0000     0.6931     0.0000     0.2773     0.0066     0.0128 
    0.1478     0.0000     0.6931     0.0000     0.4405     0.0060     0.0149 
    0.1481     0.0000     0.6931     0.0000     0.2474     0.0054     0.0129 
    0.1485     0.0000     0.6931     0.0000     0.4603     0.0066     0.0149 
    0.1488     0.0000     0.4545     0.0000     0.4356     0.0053     0.0128 
    0.1491     0.0000     0.4778     0.0000     0.4127     0.0062     0.0152 
    0.1494     0.0000     0.6931     0.0000     0.2773     0.0045     0.0114 
    0.1498     0.0000     0.6931     0.0000     0.4062     0.0054     0.0137 
    0.1501     0.0000     0.3804     0.0000     0.2898     0.0055     0.0111 
    0.1504     0.0000     0.6931     0.0000     0.4766     0.0063     0.0146 
    0.1507     0.0000     0.6931     0.0000     0.4356     0.0061     0.0143 
    0.1511     0.0000     0.6931     0.0000     0.2126     0.0054     0.0114 
    0.1514     0.0000     0.6931     0.0000     0.1879     0.0053     0.0115 
    0.1517     0.0000     0.6931     0.0000     0.2430     0.0073     0.0129 
    0.1520     0.0000     0.2158     0.0000     0.4127     0.0062     0.0117 
    0.1524     0.0000     0.6931     0.0000     0.3840     0.0056     0.0132 
    0.1527     0.0000     0.6931     0.0000     0.4127     0.0057     0.0132 
    0.1530     0.0000     0.6931     0.0000     0.3840     0.0060     0.0135 
    0.1533     0.0000     0.6931     0.0000     0.4621     0.0060     0.0142 
    0.1537     0.0000     0.6931     0.0000     0.3466     0.0072     0.0155 
    0.1540     0.0000     0.6931     0.0000     0.2948     0.0052     0.0121 
    0.1543     0.0000     0.6931     0.0000     0.3142     0.0053     0.0122 
    0.1546     0.0000     0.6931     0.0000     0.4405     0.0058     0.0140 
    0.1550     0.0000     0.3804     0.0000     0.4159     0.0056     0.0117 
    0.1553     0.0000     0.6931     0.0000     0.2773     0.0058     0.0119 
    0.1556     0.0000     0.6931     0.0000     0.2135     0.0053     0.0117 
    0.1559     0.0000     0.6931     0.0000     0.4062     0.0053     0.0129 
    0.1563     0.0000     0.1323     0.0000     0.3944     0.0061     0.0117 
    0.1566     0.0000     0.6931     0.0000     0.3944     0.0061     0.0138 
    0.1569     0.0000     0.3183     0.0000     0.3142     0.0063     0.0111 
    0.1572     0.0000     0.6931     0.0000     0.4159     0.0063     0.0131 
    0.1576     0.0000     0.6931     0.0000     0.3142     0.0056     0.0124 
    0.1579     0.0000     0.6931     0.0000     0.4159     0.0052     0.0128 
    0.1582     0.0000     0.6931     0.0000     0.3403     0.0061     0.0129 
    0.1585     0.0000     0.6931     0.0000     0.1591     0.0059     0.0100 
    0.1589     0.0000     0.6931     0.0000     0.2948     0.0060     0.0139 
    0.1592     0.0000     0.6931     0.0000     0.3438     0.0059     0.0134 
    0.1595     0.0000     0.6931     0.0000     0.3142     0.0052     0.0114 
    0.1598     0.0000     0.6931     0.0000     0.4621     0.0049     0.0131 
    0.1601     0.0000     0.6931     0.0000     0.4062     0.0054     0.0137 
    0.1605     0.0000     0.3804     0.0000     0.2180     0.0054     0.0095 
    0.1608     0.0000     0.6931     0.0000     0.3840     0.0060     0.0129 
    0.1611     0.0000     0.6931     0.0000     0.2725     0.0060     0.0121 
    0.1614     0.0000     0.6931     0.0000     0.4159     0.0057     0.0126 
    0.1618     0.0000     0.6931     0.0000     0.4766     0.0056     0.0139 
    0.1621     0.0000     0.6931     0.0000     0.4159     0.0056     0.0132 
    0.1624     0.0000     0.6931     0.0000     0.4356     0.0058     0.0133 
    0.1627     0.0000     0.6931     0.0000     0.3466     0.0056     0.0124 
    0.1631     0.0000     0.6931     0.0000     0.4405     0.0069     0.0137 
    0.1634     0.6931     0.3804     0.0000     0.3840     0.0054     0.0116 
    0.1637     0.0000     0.6931     0.0000     0.2744     0.0057     0.0126 
    0.1640     0.0000     0.6931     0.0000     0.4405     0.0066     0.0142 
    0.1644     0.0000     0.6931     0.0000     0.4127     0.0066     0.0134 
    0.1647     0.0000     0.3183     0.0000     0.2310     0.0054     0.0101 
    0.1650     0.0000     0.6931     0.0000     0.3466     0.0059     0.0120 
    0.1653     0.0000     0.4539     0.0000     0.3840     0.0053     0.0122 
    0.1657     0.0000     0.6931     0.0000     0.3403     0.0064     0.0133 
    0.1660     0.0000     0.6931     0.0000     0.4276     0.0051     0.0130 
    0.1663     0.0000     0.6931     0.0000     0.3438     0.0061     0.0129 
    0.1666     0.0000     0.6931     0.0000     0.3142     0.0065     0.0126 
    0.1670     0.0000     0.6931     0.0000     0.3727     0.0060     0.0143 
    0.1673     0.0000     0.4228     0.0000     0.3216     0.0060     0.0116 
    0.1676     0.0000     0.6931     0.0000     0.3840     0.0048     0.0117 
    0.1679     0.0000     0.6931     0.0000     0.3142     0.0058     0.0126 
    0.1683     0.0000     0.6931     0.0000     0.3840     0.0053     0.0129 
    0.1686     0.0000     0.6931     0.0000     0.3840     0.0053     0.0135 
    0.1689     0.0000     0.6931     0.0000     0.3142     0.0065     0.0127 
    0.1692     0.0000     0.2744     0.0000     0.3749     0.0064     0.0133 
    0.1696     0.0000     0.6931     0.0000     0.3840     0.0056     0.0125 
    0.1699     0.0000     0.3804     0.0000     0.3840     0.0062     0.0116 
    0.1702     0.0000     0.4228     0.0000     0.2180     0.0054     0.0103 
    0.1705     0.0000     0.6931     0.0000     0.3220     0.0050     0.0121 
    0.1709     0.6931     0.6931     0.0000     0.2773     0.0053     0.0115 
    0.1712     0.0000     0.4228     0.0000     0.3216     0.0047     0.0103 
    0.1715     0.0000     0.3183     0.0000     0.4621     0.0067     0.0142 
    0.1718     0.0000     0.6931     0.0000     0.3142     0.0059     0.0120 
    0.1722     0.0000     0.6931     0.0000     0.4159     0.0052     0.0120 
    0.1725     0.0000     0.6931     0.0000     0.2725     0.0053     0.0115 
    0.1728     0.0000     0.6931     0.0000     0.3840     0.0054     0.0130 
    0.1731     0.0000     0.3804     0.0000     0.3466     0.0050     0.0119 
    0.1735     0.0000     0.6931     0.0000     0.4127     0.0054     0.0122 
    0.1738     0.0000     0.6931     0.0000     0.2294     0.0073     0.0134 
    0.1741     0.0000     0.6931     0.0000     0.2294     0.0058     0.0113 
    0.1744     0.0000     0.4539     0.0000     0.3183     0.0057     0.0126 
    0.1748     0.0000     0.6931     0.0000     0.3466     0.0061     0.0116 
    0.1751     0.0000     0.6931     0.0000     0.4603     0.0057     0.0126 
    0.1754     0.0000     0.4539     0.0000     0.3749     0.0055     0.0130 
    0.1757     0.0000     0.6931     0.0000     0.3840     0.0054     0.0123 
    0.1761     0.0000     0.6931     0.0000     0.4127     0.0054     0.0122 
    0.1764     0.0000     0.6931     0.0000     0.3840     0.0051     0.0120 
    0.1767     0.0000     0.6931     0.0000     0.3840     0.0059     0.0128 
    0.1770     0.0000     0.4228     0.0000     0.2294     0.0047     0.0095 
    0.1774     0.0000     0.6931     0.0000     0.3466     0.0066     0.0135 
    0.1777     0.0000     0.6931     0.0000     0.2158     0.0053     0.0107 
    0.1780     0.0000     0.6931     0.0000     0.3142     0.0059     0.0121 
    0.1783     0.0000     0.6931     0.0000     0.4127     0.0061     0.0129 
    0.1787     0.0000     0.4228     0.0000     0.1639     0.0066     0.0107 
    0.1790     0.0000     0.6931     0.0000     0.3840     0.0067     0.0136 
    0.1793     0.0000     0.6931     0.0000     0.4159     0.0059     0.0127 
    0.1796     0.0000     0.4228     0.0000     0.3749     0.0051     0.0120 
    0.1800     0.0000     0.6931     0.0000     0.4127     0.0053     0.0121 
    0.1803     0.0000     0.6931     0.0000     0.3403     0.0053     0.0122 
    0.1806     0.0000     0.6931     0.0000     0.3403     0.0066     0.0134 
    0.1809     0.0000     0.6931     0.0000     0.2948     0.0052     0.0120 
    0.1813     0.0000     0.6931     0.0000     0.4405     0.0066     0.0141 
    0.1816     0.0000     0.6931     0.0000     0.4621     0.0059     0.0134 
    0.1819     0.0000     0.6931     0.0000     0.2948     0.0053     0.0122 
    0.1822     0.0000     0.6931     0.0000     0.3840     0.0051     0.0119 
    0.1826     0.0000     0.6931     0.0000     0.3840     0.0053     0.0129 
    0.1829     0.0000     0.6931     0.0000     0.3069     0.0051     0.0120 
    0.1832     0.0000     0.4228     0.0000     0.3840     0.0049     0.0111 
    0.1835     0.0000     0.4545     0.0000     0.4127     0.0052     0.0121 
    0.1839     0.0000     0.6931     0.0000     0.4405     0.0052     0.0128 
    0.1842     0.0000     0.6931     0.0000     0.4603     0.0047     0.0122 
    0.1845     0.0000     0.4539     0.0000     0.2744     0.0060     0.0115 
    0.1848     0.0000     0.4838     0.0000     0.1733     0.0060     0.0108 
    0.1852     0.0000     0.4127     0.0000     0.3466     0.0066     0.0122 
    0.1855     0.0000     0.6931     0.0000     0.4159     0.0054     0.0130 
    0.1858     0.0000     0.6931     0.0000     0.3840     0.0047     0.0116 
    0.1861     0.0000     0.6931     0.0000     0.4159     0.0059     0.0134 
    0.1865     0.0000     0.6931     0.0000     0.4405     0.0050     0.0126 
    0.1868     0.0000     0.6931     0.0000     0.3466     0.0059     0.0128 
    0.1871     0.0000     0.3804     0.0000     0.3890     0.0052     0.0122 
