0.054688 2.66375868126514e-36 0 4.06381386298323e-30
0.093064 2.51519219059986e-33 0 3.8371617384546e-27
0.13144 4.90982091871364e-31 0 7.49039259996223e-25
0.169816 1.73483404557322e-29 0 2.64665215132301e-23
0.208192 1.04430435256806e-28 0 1.59318429818283e-22
0.246568 6.24934161916587e-28 0 9.53395714300313e-22
0.284944 3.59722644696497e-28 0 5.4879065458449e-22
0.32332 3.23146579011843e-28 0 4.92990433705591e-22
0.361696 8.70727734368459e-27 0 1.32837687689109e-20
0.400072 3.77414419360947e-26 0 5.75781117214545e-20
0.438448 5.03043918431298e-23 0 7.67440708420177e-17
0.476824 3.720798459838e-22 0 5.67642724876071e-16
0.5152 7.07408448029835e-18 0 1.07921797800758e-11
0.553576 2.13060647155611e-17 0 3.25044013054487e-11
0.591952 1.27773525950281e-11 0 1.94930505428661e-05
0.630328 9.42465206129748e-13 0 1.43781912265055e-06
0.668704 3.1707735786609e-09 0 0.0048373126724915
0.70708 1.79133437522562e-07 0 0.273284870678407
0.745456 1.3540802106971e-05 1.30676461500829e-05 0.721856885736138
0.783832 0.000624034233486623 0.00062403464253038 0
0.822208 0.00984211102971678 0.00984211748105208 0
0.860584 0.105924514798233 0.105924584229939 0
0.89896 0.353180294210285 0.353180525713922 0
0.937336 0.462651848176141 0.462652151436508 0
0.975712 0.0677057200763495 0.0677057644562899 0
1.014088 5.7754355728846e-05 5.77543935858375e-05 0
