       D_1        D_2        D_3        1|2        2|3      total
    0.5000     0.9286     0.9737     1.0000     1.0000     0.9375
    1.0000     0.8571     1.0000     1.0000     1.0000     0.9107
    1.0000     0.9857     0.9474     0.0000     1.0000     0.9643
    1.0000     0.9429     0.9737     1.0000     1.0000     0.9554
    1.0000     0.9714     1.0000     0.0000     1.0000     0.9732
    1.0000     0.9000     0.9474     1.0000     1.0000     0.9196
    1.0000     0.9000     0.9474     1.0000     1.0000     0.9196
    0.5000     0.9429     0.9737     0.0000     1.0000     0.9375
    1.0000     0.9714     1.0000     1.0000     1.0000     0.9821
    0.5000     0.9429     0.9737     0.0000     1.0000     0.9375
    1.0000     0.9000     0.9737     1.0000     1.0000     0.9286
    1.0000     0.8857     0.9737     1.0000     1.0000     0.9196
    1.0000     0.9000     0.9737     1.0000     1.0000     0.9286
    0.5000     0.8857     0.9211     1.0000     1.0000     0.8929
    0.5000     0.9714     0.9737     1.0000     1.0000     0.9643
    0.5000     0.9143     0.9474     0.0000     1.0000     0.9107
    0.0000     0.9143     0.9737     1.0000     1.0000     0.9196
    0.5000     0.9429     1.0000     1.0000     1.0000     0.9554
    1.0000     0.9286     1.0000     0.0000     1.0000     0.9464
    0.0000     0.9286     0.9737     1.0000     1.0000     0.9286
    1.0000     0.9286     1.0000     1.0000     1.0000     0.9554
    0.5000     0.9714     1.0000     1.0000     1.0000     0.9732
    0.5000     0.9571     0.9737     1.0000     1.0000     0.9554
    0.5000     0.9571     1.0000     1.0000     1.0000     0.9643
    0.5000     0.9571     1.0000     0.0000     1.0000     0.9554
    0.5000     0.9000     0.9737     1.0000     1.0000     0.9196
    0.5000     0.9429     1.0000     1.0000     1.0000     0.9554
    0.0000     0.9429     0.9737     1.0000     1.0000     0.9375
    0.5000     0.9714     0.9737     1.0000     1.0000     0.9643
    0.5000     0.9857     0.9474     1.0000     1.0000     0.9643
    0.5000     0.9429     0.9737     1.0000     1.0000     0.9464
    0.0000     0.9143     1.0000     1.0000     1.0000     0.9286
    0.0000     0.9286     0.9211     0.0000     1.0000     0.9018
    0.5000     0.9143     1.0000     1.0000     1.0000     0.9375
    0.5000     0.9429     0.9737     1.0000     1.0000     0.9464
    0.0000     0.9714     1.0000     1.0000     1.0000     0.9643
    0.5000     0.9286     1.0000     1.0000     1.0000     0.9464
    0.5000     0.9286     1.0000     1.0000     1.0000     0.9464
    1.0000     0.9143     0.9737     1.0000     1.0000     0.9375
    1.0000     0.9857     0.9474     1.0000     1.0000     0.9732
    1.0000     0.8714     0.9737     1.0000     1.0000     0.9107
    1.0000     0.9571     1.0000     0.0000     1.0000     0.9643
    0.5000     0.9714     0.9474     0.0000     1.0000     0.9464
    0.5000     0.9571     0.9211     1.0000     1.0000     0.9375
    0.5000     0.9429     0.9737     1.0000     1.0000     0.9464
    1.0000     0.9571     0.9737     0.0000     1.0000     0.9554
    0.0000     0.9714     1.0000     1.0000     1.0000     0.9643
    0.0000     0.9286     0.9737     1.0000     1.0000     0.9286
    0.5000     0.9286     0.9737     1.0000     1.0000     0.9375
    0.5000     0.9000     1.0000     1.0000     1.0000     0.9286
    0.0000     0.9143     0.9211     0.0000     1.0000     0.8929
    0.5000     0.8857     1.0000     0.0000     1.0000     0.9107
    0.0000     0.9286     1.0000     0.0000     1.0000     0.9286
    1.0000     0.9429     1.0000     1.0000     1.0000     0.9643
    0.5000     0.9000     0.9737     0.0000     1.0000     0.9107
    0.5000     0.8143     1.0000     0.0000     1.0000     0.8661
    1.0000     0.9429     0.9737     0.0000     1.0000     0.9464
    0.0000     0.9000     0.8947     0.0000     1.0000     0.8750
    0.5000     0.9429     0.9737     0.0000     1.0000     0.9375
    0.0000     0.9571     1.0000     0.0000     1.0000     0.9464
    0.5000     0.9571     0.9474     0.0000     1.0000     0.9375
    1.0000     0.8429     0.9474     0.0000     1.0000     0.8750
    0.5000     0.9286     0.9737     0.0000     1.0000     0.9286
    0.5000     0.9571     0.9737     0.0000     1.0000     0.9464
    1.0000     0.9714     0.9211     0.0000     1.0000     0.9464
    1.0000     0.9286     0.9474     0.0000     1.0000     0.9286
    0.5000     0.8857     1.0000     1.0000     1.0000     0.9196
    0.5000     0.9143     1.0000     1.0000     1.0000     0.9375
    0.5000     0.8571     0.9474     1.0000     1.0000     0.8839
    0.5000     0.9286     1.0000     1.0000     1.0000     0.9464
    0.5000     1.0000     1.0000     1.0000     1.0000     0.9911
    1.0000     0.9286     0.9211     1.0000     1.0000     0.9286
    1.0000     0.9857     0.9737     1.0000     1.0000     0.9821
    1.0000     1.0000     1.0000     1.0000     1.0000     1.0000
    1.0000     0.9286     1.0000     1.0000     1.0000     0.9554
    0.5000     0.9571     1.0000     1.0000     1.0000     0.9643
    1.0000     1.0000     0.9474     0.0000     1.0000     0.9732
    1.0000     0.9714     0.9211     1.0000     1.0000     0.9554
    0.5000     0.9714     0.8947     0.0000     1.0000     0.9286
    0.5000     0.9714     0.9474     1.0000     1.0000     0.9554
    1.0000     0.9714     0.9474     1.0000     1.0000     0.9643
    1.0000     0.9857     1.0000     0.0000     1.0000     0.9821
    0.5000     0.9857     0.9474     1.0000     1.0000     0.9643
    0.5000     0.9429     1.0000     1.0000     1.0000     0.9554
    0.0000     0.9429     0.9474     1.0000     1.0000     0.9286
    1.0000     1.0000     0.9737     1.0000     1.0000     0.9911
    0.0000     1.0000     1.0000     0.0000     1.0000     0.9732
    0.0000     0.9143     0.9737     1.0000     1.0000     0.9196
    0.5000     0.9857     0.9737     1.0000     1.0000     0.9732
    0.5000     0.9714     0.9737     1.0000     1.0000     0.9643
    0.5000     0.9714     0.9737     0.0000     1.0000     0.9554
    0.5000     0.9286     1.0000     1.0000     1.0000     0.9464
    0.5000     0.9714     1.0000     1.0000     1.0000     0.9732
    0.5000     1.0000     1.0000     1.0000     1.0000     0.9911
    0.5000     1.0000     1.0000     1.0000     1.0000     0.9911
    0.0000     0.9857     0.9737     1.0000     1.0000     0.9643
    0.5000     0.9714     0.9211     1.0000     1.0000     0.9464
    0.5000     0.9857     0.9737     1.0000     1.0000     0.9732
    0.5000     0.9429     0.8947     1.0000     1.0000     0.9196
    0.5000     0.9571     0.9737     1.0000     1.0000     0.9554
    1.0000     1.0000     0.9737     1.0000     1.0000     0.9911
    1.0000     1.0000     0.9474     1.0000     1.0000     0.9821
    1.0000     1.0000     0.9737     1.0000     1.0000     0.9911
    0.5000     0.9571     1.0000     0.0000     1.0000     0.9554
    0.0000     0.9571     0.9737     1.0000     1.0000     0.9464
    0.5000     1.0000     1.0000     1.0000     1.0000     0.9911
    1.0000     0.9857     1.0000     1.0000     1.0000     0.9911
    1.0000     0.9857     1.0000     1.0000     1.0000     0.9911
    0.5000     1.0000     1.0000     0.0000     1.0000     0.9821
    0.5000     0.9714     1.0000     1.0000     1.0000     0.9732
    0.5000     0.9857     1.0000     1.0000     1.0000     0.9821
    0.5000     0.9857     0.9737     1.0000     1.0000     0.9732
    1.0000     0.9571     0.9211     1.0000     1.0000     0.9464
    0.5000     0.9857     1.0000     1.0000     1.0000     0.9821
    1.0000     1.0000     1.0000     1.0000     1.0000     1.0000
    1.0000     0.9714     0.9737     1.0000     1.0000     0.9732
    1.0000     0.9143     0.9474     1.0000     1.0000     0.9286
    1.0000     0.9571     1.0000     1.0000     1.0000     0.9732
    0.5000     0.9857     1.0000     1.0000     1.0000     0.9821
    1.0000     1.0000     1.0000     1.0000     1.0000     1.0000
    1.0000     0.9429     0.9474     1.0000     1.0000     0.9464
    0.5000     0.9571     0.8947     1.0000     1.0000     0.9286
    0.5000     0.9857     0.9737     1.0000     1.0000     0.9732
    1.0000     0.9714     1.0000     1.0000     1.0000     0.9821
    1.0000     0.9857     1.0000     1.0000     1.0000     0.9911
    1.0000     1.0000     0.9474     0.0000     1.0000     0.9732
    1.0000     0.9571     1.0000     1.0000     1.0000     0.9732
    0.5000     0.9857     1.0000     1.0000     1.0000     0.9821
    1.0000     0.9857     1.0000     1.0000     1.0000     0.9911
    1.0000     0.9571     1.0000     1.0000     1.0000     0.9732
    0.5000     0.9857     1.0000     0.0000     1.0000     0.9732
    0.5000     1.0000     0.9474     1.0000     1.0000     0.9732
    1.0000     0.9857     1.0000     1.0000     1.0000     0.9911
    0.5000     0.9286     0.9737     1.0000     1.0000     0.9375
    1.0000     0.9714     1.0000     1.0000     1.0000     0.9821
    0.5000     0.9000     1.0000     0.0000     1.0000     0.9196
    0.5000     0.9571     0.9737     1.0000     1.0000     0.9554
    0.0000     0.9714     0.9474     1.0000     1.0000     0.9464
    0.0000     0.9714     0.8947     1.0000     1.0000     0.9286
    1.0000     0.8571     1.0000     1.0000     1.0000     0.9107
    0.5000     1.0000     0.9737     1.0000     1.0000     0.9821
    0.0000     0.9571     1.0000     1.0000     1.0000     0.9554
    0.5000     0.9857     1.0000     1.0000     1.0000     0.9821
    0.0000     0.9571     1.0000     1.0000     1.0000     0.9554
    0.0000     0.9571     1.0000     0.0000     1.0000     0.9464
    0.5000     1.0000     0.9211     0.0000     1.0000     0.9554
    0.5000     0.9714     0.9737     0.0000     1.0000     0.9554
    0.0000     0.9857     0.9211     1.0000     1.0000     0.9464
    0.5000     0.9429     0.9474     1.0000     1.0000     0.9375
    0.5000     0.8571     0.9737     0.0000     1.0000     0.8839
    0.5000     0.9714     0.9737     0.0000     1.0000     0.9554
    1.0000     0.9714     0.9737     0.0000     1.0000     0.9643
    0.5000     0.9714     0.9474     1.0000     1.0000     0.9554
    0.5000     0.9714     1.0000     1.0000     1.0000     0.9732
    0.5000     0.9857     0.9737     1.0000     1.0000     0.9732
    0.0000     1.0000     0.9737     1.0000     1.0000     0.9732
    1.0000     1.0000     0.9474     1.0000     1.0000     0.9821
    0.5000     1.0000     0.9474     1.0000     1.0000     0.9732
    0.5000     1.0000     1.0000     1.0000     1.0000     0.9911
    0.5000     0.9571     1.0000     0.0000     1.0000     0.9554
    0.5000     0.9857     0.9737     0.0000     1.0000     0.9643
    0.5000     0.9714     0.8947     0.0000     1.0000     0.9286
    0.5000     0.9714     0.8684     0.0000     1.0000     0.9196
    0.5000     1.0000     0.8684     0.0000     1.0000     0.9375
    0.5000     0.9714     0.9737     1.0000     1.0000     0.9643
    0.5000     1.0000     0.9737     0.0000     1.0000     0.9732
    0.5000     0.9714     0.9737     0.0000     1.0000     0.9554
    1.0000     0.8571     0.9737     0.0000     1.0000     0.8929
    1.0000     1.0000     1.0000     0.0000     1.0000     0.9911
    1.0000     0.9857     1.0000     1.0000     1.0000     0.9911
    0.0000     0.9143     0.9737     1.0000     1.0000     0.9196
    1.0000     0.9857     0.9211     0.0000     1.0000     0.9554
    0.5000     1.0000     0.9737     1.0000     1.0000     0.9821
    1.0000     0.9857     0.8684     1.0000     1.0000     0.9464
    0.5000     0.9429     1.0000     0.0000     1.0000     0.9464
    1.0000     0.9571     0.9474     0.0000     1.0000     0.9464
    1.0000     0.9714     1.0000     0.0000     1.0000     0.9732
    1.0000     1.0000     0.9474     0.0000     1.0000     0.9732
    0.5000     0.9714     1.0000     0.0000     1.0000     0.9643
    1.0000     0.9714     0.9737     0.0000     1.0000     0.9643
    1.0000     0.9714     0.9474     0.0000     1.0000     0.9554
    1.0000     0.9571     1.0000     0.0000     1.0000     0.9643
    1.0000     0.9571     0.8947     0.0000     1.0000     0.9286
    1.0000     0.9571     0.9737     0.0000     1.0000     0.9554
    1.0000     0.9857     1.0000     0.0000     1.0000     0.9821
    1.0000     0.9714     1.0000     0.0000     1.0000     0.9732
    1.0000     1.0000     0.9737     0.0000     1.0000     0.9821
    1.0000     1.0000     0.9737     0.0000     1.0000     0.9821
    1.0000     1.0000     1.0000     1.0000     1.0000     1.0000
